bibcode,year,title,subject,predicate,object,claim_type,evidence_text
1994NuPhS..35..400F,1994,Search for exotic nuclear transition by using the large volume NaI detector of ELEGANTS V.,spin coupled dark matter candidate,candidate_for,dark matter,candidate,strong limit on the local halo density of spin coupled dark matter candidate was derived.
1994PhDT........54B,1994,Large-Scale Structure of the Universe: a Clustering Analysis,cold dark matter,candidate_for,dark matter,candidate,"cold dark matter models are realistic on scales of 10 Mpc and greater whereas the data are not consistent with hot dark matter, even on these translinear scales."
1994PhLB..336..190L,1994,MSSM from SUSY trinification,lsp,candidate_for,dark matter,candidate,The LSP is a natural “cold” dark matter candidate
1994PhLB..336..190L,1994,MSSM from SUSY trinification,τ-neutrinos,candidate_for,dark matter,candidate,“hot” dark matter might consist of τ-neutrinos.
1994PhLB..336..395N,1994,b --> sγ decay in supergravity grand unification and dark matter,neutralino,candidate_for,dark matter,candidate,neutralino relic density does not overclose the universe
1994PhRvD..50.3637M,1994,Gauge singlet scalars as cold dark matter,gauge singlet,candidate_for,dark matter,candidate,thermal relic S scalar dark matter
1994PhRvD..50.3655J,1994,Late-time phase transition and the galactic halo as a Bose liquid. II. The effect of visible matter,dark matter,composed_of,ultralight bosonic,composition,assuming that the dark matter consists of ultralight bosons appearing in ``late-time phase transition'' theory.
1994PhRvL..72.2516S,1994,Formation of solitonic stars through gravitational cooling,axion,candidate_for,dark matter,candidate,the possibility of ruling out the axion as a dark matter candidate.
1994PhRvL..73.3195K,1994,Reheating after inflation,inflation field,candidate_for,dark matter,candidate,the inflation field can be a dark matter candidate.
1994PrPNP..32..261K,1994,Double beta decay and neutrino mass. The Heidelberg-Moscow experiment,dirac neutrinos,candidate_for,dark matter,candidate,to exclude Dirac neutrinos in the range 26 GeV to 4.7 TeV as the dominant component of the dark halo.
1994SPIE.2281...82P,1994,Dark matter and neutrino detection with liquid xenon,weakly interacting massive particles (wimps),candidate_for,dark matter,candidate,weakly interacting massive particles (WIMPS) which may constitute a significant part of the galactic dark matter.
1994astro.ph..1007M,1994,Cosmological Perturbation Theory in the Synchronous vs. Conformal Newtonian Gauge,massive neutrinos,candidate_for,dark matter,candidate,massive neutrinos (a hot dark matter or HDM candidate)
1994astro.ph..1007M,1994,Cosmological Perturbation Theory in the Synchronous vs. Conformal Newtonian Gauge,cdm,constitutes,dark matter,constitution,cold dark matter (CDM)
1994astro.ph..1007M,1994,Cosmological Perturbation Theory in the Synchronous vs. Conformal Newtonian Gauge,dark matter,composed_of,cdm and hdm,composition,applicable to any \Omega=1 model with CDM or a mixture of CDM and HDM.
1994astro.ph..2009M,1994,The Nature Of Dark Matter,cold dark matter,constitutes,dark matter,constitution,"Collisionless particles, such as cold dark matter, interact only by gravity"
1994astro.ph..2009M,1994,The Nature Of Dark Matter,dark matter,is,collisionless particles that interact only by gravity,identity,"Collisionless particles, such as cold dark matter, interact only by gravity and do not have any associated length scale"
1994bbc..conf..519C,1994,Dark Matter Experiments,dark matter,composed_of,particles not in the standard model of particle physics,composition,All of the rest must be due to particles not in the Standard Model of particle physics
1994bbc..conf..519C,1994,Dark Matter Experiments,neutrinos,candidate_for,dark matter,candidate,"The latter, probably neutrinos"
1994bbc..conf..519C,1994,Dark Matter Experiments,axions,candidate_for,dark matter,candidate,New experiments looking for cold dark matter include a search for axions
1994bbc..conf..519C,1994,Dark Matter Experiments,dirac particles,candidate_for,dark matter,candidate,numerous searches for Dirac masses > 20 GeV at cross sections less than one-tenth that of the weak interaction
1994bbc..conf..519C,1994,Dark Matter Experiments,majorana particle,candidate_for,dark matter,candidate,and for Majorana masses 10 GeV
1994clga.conf....3C,1994,News on dark matter in galaxies and clusters. (I),cold and fractal molecular gas,candidate_for,dark matter,candidate,"A new dark matter candidate has also been proposed, in the form of cold and fractal molecular gas that could be present around most late-type spiral galaxies and account for the observed flat rotation curves."
1994dsu..conf..243S,1994,Progress on the CfPA/Berkeley/LBL cryogenic detectors for a WIMP dark matter experiment.,wimp,candidate_for,dark matter,candidate,search for weakly interacting particle (WIMP) dark matter
1994gr.qc....12062S,1994,Formation gf Bosonic Compact Objects,axion,candidate_for,dark matter,candidate,the possibility of ruling out the axion as a dark matter condidate.
1994hep.ph....2211D,1994,Supersymmetric Dark Matter: Relic Density and Detection,lightest supersymmetric particle (lsp),candidate_for,dark matter,candidate,The Lightest Supersymmetric Particle (LSP) makes a good Dark Matter (DM) candidate
1994nodn.book.....S,1994,Neutrino oscillations from discrete non-Abelian family symmetries,tau neutrino,candidate_for,dark matter,candidate,the tau neutrino has the right mass for a cosmologically interesting hot dark matter candidate
1994nsa..book...40C,1994,Large-scale structure and motions from simulated galaxy clusters.,standard cold dark matter (cdm),candidate_for,dark matter,candidate,"The Standard Cold Dark Matter (CDM) model and two of its main competitors, Low Density CDM (LCDM) and Mixed Dark Matter (MDM) are compared."
1994nsa..book...40C,1994,Large-scale structure and motions from simulated galaxy clusters.,low density cdm (lcdm),candidate_for,dark matter,candidate,"The Standard Cold Dark Matter (CDM) model and two of its main competitors, Low Density CDM (LCDM) and Mixed Dark Matter (MDM) are compared."
1994nsa..book...40C,1994,Large-scale structure and motions from simulated galaxy clusters.,mixed dark matter,candidate_for,dark matter,candidate,"The Standard Cold Dark Matter (CDM) model and two of its main competitors, Low Density CDM (LCDM) and Mixed Dark Matter (MDM) are compared."
1994nsa..book...63M,1994,A model for galaxy formation in CDM cosmology.,dark matter,is,cold dark matter,identity,standard biased Cold Dark Matter cosmogony
1995A&AT....6..175D,1995,Axion decay and the background radiation,axions,candidate_for,dark matter,candidate,"it is suggested that, in the mass range from 1 to 5 eV, the chances of detecting the axions astrophysically are higher than in other mass ranges; such a detection could lead to the resolution of the contradictory results ... concerning the percentage of CDM in the Universe."
1995AIPC..336..161P,1995,Cold molecular gas as dark matter candidate in galaxies and clusters,cold molecular gas,candidate_for,dark matter,candidate,"a much larger amount of gas than previously thought, which could account for almost all the dark matter"
1995AIPC..336..201B,1995,Clusters and dark matter,baryonic matter,candidate_for,dark matter,candidate,may possibly be all baryonic.
1995AIPC..336..201B,1995,Clusters and dark matter,non-baryonic matter,candidate_for,dark matter,candidate,is mostly non-baryonic.
1995ApJ...438...83D,1995,Dark Matter in X-Ray--emitting Elliptical Galaxies,dark matter,composed_of,massive fermions,composition,dark component in the form of massive fermions
1995ApJ...438...83D,1995,Dark Matter in X-Ray--emitting Elliptical Galaxies,dark matter,composed_of,fermionic,composition,fermions composing the dark matter
1995ApJ...441...70H,1995,Hydrogen Clouds and the MACHO/EROS Events,dark clouds,candidate_for,dark matter,candidate,dark clouds are a viable alternative to compact objects for baryonic dark matter in the halo.
1995ApJ...442...76K,1995,On Observational Constraints on the Shapes of the Dark Matter Density and Temperature Distributions in the Model of Dark Matter--confined LY alpha Clouds,dark matter,composed_of,structural and/or charged interacting particles,composition,which would suggest that the dark matter is composed of structural and/or charged interacting particles.
1995MNRAS.276.1109D,1995,Substructure in clusters of galaxies and the value of Omega,cold dark matter,candidate_for,dark matter,candidate,the standard cold dark matter (CDM) power spectrum
1995MPLA...10.1257A,1995,Neutralino Event Rates in Dark Matter Detectors,dark matter,is,neutralino (~z1),identity,∼ Z1 dark matter
1995NIMPA.356..122S,1995,Polarized targets as dark matter detectors,axions,candidate_for,dark matter,candidate,search for axions as dark matter candidates in the range of (1-100) GHz.
1995NIMPB.101..247S,1995,A new track etch model for mica,wimp,candidate_for,dark matter,candidate,"Weakly Interacting Massive Particles (WIMPs), a dark matter candidate."
1995NYASA.759..153T,1995,Inflation:From Theory to Observation and Back.,dark matter,is,non-baryonic,identity,sensitive searches for the nonbaryonic dark matter predicted to exist by inflation.
1995NYASA.759..153T,1995,Inflation:From Theory to Observation and Back.,cold dark matter,candidate_for,dark matter,candidate,The cold dark matter models of structure formation motivated by inflation are holding up well as the observational tests become sharper.
1995PhDT........25F,1995,Precision Measurements in Supersymmetry,lightest supersymmetric particle (lsp),candidate_for,dark matter,candidate,examine the viability of the lightest supersymmetric particle as a dark matter candidate.
1995PhLB..346..178B,1995,On the behavior of the spectra of primary cosmic ray nuclei in the 10<SUP>16</SUP> eV energy region (A signal of dark matter?),elementary particle,candidate_for,dark matter,candidate,"...consisting of objects (elementary particles) with mass <<< 30 eV, is proposed as a mechanism responsible for this effect. The possibility of an identification of these objects with dark matter is not excluded."
1995PhLB..347..205M,1995,Biased discrete symmetry breaking and Fermi balls,fermi balls,candidate_for,dark matter,candidate,Fermi balls formed with a new Dirac fermion that possesses no standard model gauge charges provide a novel cold dark matter candidate.
1995PhLB..351...70Q,1995,Results from the first stage of a UK Galactic dark matter search using low background sodium iodide detectors,weakly interacting massive particles (wimps),candidate_for,dark matter,candidate,Galactic dark matter in the form of Weakly Interacting Massive Particles (WIMPs)
1995PhRvC..52.2216E,1995,Response of mica to weakly interacting massive particles,weakly interacting massive particles (wimps),candidate_for,dark matter,candidate,hypothetical weakly interacting dark-matter particles
